,User ID,Year last purchased,Month last purchased,Day last purchased,DayOfWeek last purchased,N days to date,N Courses,Category_Digestivo,Category_Enfermería Básica,Category_Geriatría,Category_Gestión,Category_Mujer,Category_Pediatría,Category_Urgencias,Credits Max,Credits Mean,Credits Min,Credits Sum,Current Value Max,Current Value Mean,Current Value Min,Current Value Sum,Hours Max,Hours Mean,Hours Min,Hours Sum,Target
3357,3763714,2020,9,20,6,1213,1,0,0,0,0,1,0,0,7.1,7.1,7.1,7.1,29.0,29.0,29.0,29.0,70.0,70.0,70.0,70.0,Violencia De Género
3358,3764593,2020,7,24,4,1271,1,0,1,0,0,0,0,0,5.3,5.3,5.3,5.3,29.0,29.0,29.0,29.0,40.0,40.0,40.0,40.0,Antibioterapia Básica
3359,3766154,2018,8,30,3,1965,1,0,1,0,0,0,0,0,8.8,8.8,8.8,8.8,29.0,29.0,29.0,29.0,50.0,50.0,50.0,50.0,Complicaciones Durante El Embarazo
3360,3770637,2022,9,9,4,494,2,0,1,0,1,0,0,0,6.2,5.550000000000001,4.9,11.100000000000001,29.0,24.0,19.0,48.0,45.0,40.0,35.0,80.0,Valoración Geriátrica Integral
3361,3771273,2018,5,1,1,2086,2,1,1,0,0,0,0,0,9.0,7.75,6.5,15.5,29.0,29.0,29.0,58.0,70.0,60.0,50.0,120.0,Electrocardiografía
3362,3771662,2019,4,6,5,1746,4,1,1,0,0,0,1,1,6.5,5.575,4.7,22.3,29.0,29.0,29.0,116.0,50.0,43.75,35.0,175.0,Cuidados Paliativos
3363,3772325,2020,10,13,1,1190,6,1,2,0,0,2,0,1,7.9,6.566666666666666,4.7,39.4,29.0,29.0,29.0,174.0,70.0,55.0,45.0,330.0,Infecciones Relacionadas Con La Asistencia Sanitaria
3364,3773020,2020,7,27,0,1268,1,1,0,0,0,0,0,0,6.5,6.5,6.5,6.5,29.0,29.0,29.0,29.0,50.0,50.0,50.0,50.0,Tecnologías De La Información En Entornos Sanitarios
3365,3773570,2022,3,1,1,686,1,0,1,0,0,0,0,0,4.9,4.9,4.9,4.9,19.0,19.0,19.0,19.0,45.0,45.0,45.0,45.0,Cuidados Paliativos
3366,3774301,2023,5,15,0,246,3,0,1,0,0,0,1,0,6.3,6.0,5.7,12.0,19.0,19.0,19.0,38.0,50.0,45.0,40.0,90.0,Soporte Vital Avanzado
3367,3774904,2018,4,12,3,2105,2,0,1,0,0,0,0,1,9.0,7.5,6.0,15.0,29.0,29.0,29.0,58.0,70.0,57.5,45.0,115.0,Electrocardiografía
3368,3775032,2018,4,7,5,2110,1,0,1,0,0,0,0,0,9.0,9.0,9.0,9.0,29.0,29.0,29.0,29.0,70.0,70.0,70.0,70.0,Introducción A La Enfermería En Endoscopia Digestiva
3369,3775488,2019,10,6,6,1563,3,0,2,0,0,0,0,1,9.0,7.933333333333334,6.0,23.8,29.0,29.0,29.0,87.0,70.0,55.0,45.0,165.0,Cuidados Paliativos
3370,3775890,2023,5,10,2,251,1,0,1,0,0,0,0,0,8.8,8.8,8.8,8.8,39.0,39.0,39.0,39.0,50.0,50.0,50.0,50.0,Actualización En Neonatología
3371,3776175,2018,6,5,1,2051,1,0,1,0,0,0,0,0,4.7,4.7,4.7,4.7,29.0,29.0,29.0,29.0,35.0,35.0,35.0,35.0,Soporte Vital Avanzado
3372,3776486,2018,5,9,2,2078,3,1,2,0,0,0,0,0,9.0,6.733333333333333,4.7,20.2,29.0,29.0,29.0,87.0,70.0,51.666666666666664,35.0,155.0,Urgencias Obstétricas Extrahospitalarias
3373,3776651,2018,7,20,4,2006,1,0,1,0,0,0,0,0,8.8,8.8,8.8,8.8,29.0,29.0,29.0,29.0,50.0,50.0,50.0,50.0,Soporte Vital Avanzado
3374,3779653,2020,8,6,3,1258,3,1,0,0,0,2,0,0,7.9,7.166666666666667,6.5,21.5,29.0,29.0,29.0,87.0,70.0,63.333333333333336,50.0,190.0,Infecciones Relacionadas Con La Asistencia Sanitaria
3375,3779677,2020,3,27,4,1390,1,0,1,0,0,0,0,0,4.7,4.7,4.7,4.7,29.0,29.0,29.0,29.0,35.0,35.0,35.0,35.0,Radiología Básica
3376,3780081,2018,6,14,3,2042,3,1,2,0,0,0,0,0,8.8,6.666666666666667,4.7,20.0,29.0,29.0,29.0,87.0,50.0,45.0,35.0,135.0,Menopausia
3377,3780188,2018,6,15,4,2041,1,0,1,0,0,0,0,0,8.8,8.8,8.8,8.8,29.0,29.0,29.0,29.0,50.0,50.0,50.0,50.0,Curso Completo De Diálisis Peritoneal
3378,3780680,2018,3,23,4,2125,1,1,0,0,0,0,0,0,6.5,6.5,6.5,6.5,29.0,29.0,29.0,29.0,50.0,50.0,50.0,50.0,Curso Completo De Diálisis Peritoneal
3379,3781108,2021,9,7,1,861,2,1,0,0,0,0,0,1,8.2,7.35,6.5,14.7,49.0,39.0,29.0,78.0,70.0,60.0,50.0,120.0,Lesiones Deportivas
3380,3781668,2018,3,23,4,2125,1,1,0,0,0,0,0,0,6.5,6.5,6.5,6.5,29.0,29.0,29.0,29.0,50.0,50.0,50.0,50.0,Soporte Vital Básico
3381,3782380,2018,12,14,4,1859,1,0,1,0,0,0,0,0,8.8,8.8,8.8,8.8,29.0,29.0,29.0,29.0,50.0,50.0,50.0,50.0,Curso Completo De Diálisis Peritoneal
3382,3783000,2023,8,2,2,167,1,0,0,0,0,1,0,0,4.9,4.9,4.9,4.9,19.0,19.0,19.0,19.0,45.0,45.0,45.0,45.0,Complicaciones Durante El Embarazo
3383,3785344,2019,12,25,2,1483,1,1,0,0,0,0,0,0,6.5,6.5,6.5,6.5,29.0,29.0,29.0,29.0,50.0,50.0,50.0,50.0,Nuevas Adicciones
3384,3787836,2019,12,7,5,1501,2,1,0,0,0,1,0,0,7.9,7.2,6.5,14.4,29.0,29.0,29.0,58.0,70.0,60.0,50.0,120.0,Lactancia Materna
3385,3788571,2018,3,24,5,2124,1,1,0,0,0,0,0,0,6.5,6.5,6.5,6.5,29.0,29.0,29.0,29.0,50.0,50.0,50.0,50.0,Curso Completo De Diálisis Peritoneal
3386,3789778,2019,8,9,4,1621,2,1,1,0,0,0,0,0,6.5,5.6,4.7,11.2,29.0,29.0,29.0,58.0,50.0,47.5,45.0,95.0,Menopausia
3387,3790133,2018,5,31,3,2056,1,1,0,0,0,0,0,0,6.5,6.5,6.5,6.5,29.0,29.0,29.0,29.0,50.0,50.0,50.0,50.0,Curso Completo De Diálisis Peritoneal
3388,3790358,2022,9,6,1,497,2,1,0,0,0,0,0,1,9.1,7.8,6.5,15.6,29.0,29.0,29.0,58.0,70.0,60.0,50.0,120.0,Violencia De Género
3389,3790543,2018,5,25,4,2062,2,1,0,0,0,0,0,1,6.5,6.25,6.0,12.5,29.0,29.0,29.0,58.0,50.0,47.5,45.0,95.0,Planificación Familiar
3390,3790576,2018,4,13,4,2104,1,1,0,0,0,0,0,0,6.5,6.5,6.5,6.5,29.0,29.0,29.0,29.0,50.0,50.0,50.0,50.0,Electrocardiografía
3391,3790598,2022,8,2,1,532,2,0,0,0,0,0,0,1,8.1,8.1,8.1,8.1,19.0,19.0,19.0,19.0,50.0,50.0,50.0,50.0,Técnicas Invasivas En Urgencias Y Emergencias
3392,3791272,2018,3,24,5,2124,1,0,1,0,0,0,0,0,9.0,9.0,9.0,9.0,29.0,29.0,29.0,29.0,70.0,70.0,70.0,70.0,Curso Completo De Diálisis Peritoneal
3393,3793365,2018,4,8,6,2109,1,0,0,0,0,0,0,1,6.0,6.0,6.0,6.0,29.0,29.0,29.0,29.0,45.0,45.0,45.0,45.0,Soporte Vital Avanzado
3394,3793982,2022,12,12,0,400,1,0,0,0,0,0,0,1,8.1,8.1,8.1,8.1,39.0,39.0,39.0,39.0,50.0,50.0,50.0,50.0,Electrocardiografía
3395,3794373,2018,6,14,3,2042,1,0,1,0,0,0,0,0,8.8,8.8,8.8,8.8,29.0,29.0,29.0,29.0,50.0,50.0,50.0,50.0,Antibioterapia Básica
3396,3794699,2018,4,7,5,2110,2,0,2,0,0,0,0,0,9.0,6.85,4.7,13.7,29.0,29.0,29.0,58.0,70.0,52.5,35.0,105.0,Curso Completo De Diálisis Peritoneal
3397,3794704,2020,2,4,1,1442,2,1,0,0,0,0,0,1,8.1,7.3,6.5,14.6,29.0,29.0,29.0,58.0,50.0,50.0,50.0,100.0,Urgencias Digestivas Y Del Sistema Urinario
3398,3794723,2018,8,9,3,1986,3,0,3,0,0,0,0,0,9.0,7.5,4.7,22.5,29.0,29.0,29.0,87.0,70.0,51.666666666666664,35.0,155.0,Curso Completo De Diálisis Peritoneal
3399,3794788,2019,5,18,5,1704,4,0,3,0,0,0,0,1,9.0,7.125,4.7,28.5,29.0,29.0,29.0,116.0,70.0,52.5,45.0,210.0,Cuidados Paliativos
3400,3795012,2018,5,20,6,2067,1,0,1,0,0,0,0,0,9.0,9.0,9.0,9.0,29.0,29.0,29.0,29.0,70.0,70.0,70.0,70.0,Cuidados Paliativos
3401,3795308,2018,12,27,3,1846,1,0,1,0,0,0,0,0,8.8,8.8,8.8,8.8,29.0,29.0,29.0,29.0,50.0,50.0,50.0,50.0,Lactancia Materna
3402,3795417,2022,2,26,5,689,1,0,0,0,0,0,1,0,5.1,5.1,5.1,5.1,19.0,19.0,19.0,19.0,45.0,45.0,45.0,45.0,Nuevas Adicciones
3403,3795664,2019,9,11,2,1588,1,0,0,0,0,1,0,0,7.9,7.9,7.9,7.9,29.0,29.0,29.0,29.0,70.0,70.0,70.0,70.0,Complicaciones Durante El Embarazo
3404,3795779,2021,9,19,6,849,3,0,2,0,0,1,0,0,7.2,6.333333333333333,4.7,19.0,29.0,29.0,29.0,87.0,70.0,55.0,45.0,165.0,Soporte Vital Básico
3405,3795793,2018,10,22,0,1912,1,0,1,0,0,0,0,0,8.8,8.8,8.8,8.8,29.0,29.0,29.0,29.0,50.0,50.0,50.0,50.0,Curso Completo De Diálisis Peritoneal
3406,3796565,2018,6,1,4,2055,1,1,0,0,0,0,0,0,6.5,6.5,6.5,6.5,29.0,29.0,29.0,29.0,50.0,50.0,50.0,50.0,Actualización En Neonatología
3407,3799413,2019,6,5,2,1686,2,1,0,0,0,1,0,0,7.9,7.2,6.5,14.4,29.0,29.0,29.0,58.0,70.0,60.0,50.0,120.0,Radiología Básica
3408,3799477,2023,1,30,0,351,3,0,1,0,0,0,0,2,8.8,6.333333333333333,4.7,19.0,39.0,32.333333333333336,29.0,97.0,50.0,46.666666666666664,45.0,140.0,Atención Integral A La Embarazada De Bajo Riesgo
3409,3799803,2018,6,19,1,2037,2,1,0,0,0,0,0,1,6.5,6.25,6.0,12.5,29.0,29.0,29.0,58.0,50.0,47.5,45.0,95.0,Violencia De Género
3410,3799876,2020,1,19,6,1458,1,0,1,0,0,0,0,0,4.7,4.7,4.7,4.7,29.0,29.0,29.0,29.0,45.0,45.0,45.0,45.0,Radiología Básica
3411,3800274,2018,5,22,1,2065,2,1,0,0,0,0,0,1,6.5,6.25,6.0,12.5,29.0,29.0,29.0,58.0,50.0,47.5,45.0,95.0,Electrocardiografía
3412,3800406,2020,1,19,6,1458,1,0,1,0,0,0,0,0,4.7,4.7,4.7,4.7,29.0,29.0,29.0,29.0,45.0,45.0,45.0,45.0,Radiología Básica
3413,3800519,2018,4,30,0,2087,4,1,2,0,0,0,0,1,9.0,6.55,4.7,26.2,29.0,29.0,29.0,116.0,70.0,50.0,35.0,200.0,Electrocardiografía
3414,3800562,2018,4,29,6,2088,1,1,0,0,0,0,0,0,6.5,6.5,6.5,6.5,29.0,29.0,29.0,29.0,50.0,50.0,50.0,50.0,Urgencias Obstétricas Extrahospitalarias
3415,3801128,2021,3,3,2,1049,2,0,2,0,0,0,0,0,8.8,8.0,7.2,16.0,29.0,29.0,29.0,58.0,50.0,50.0,50.0,100.0,Actualización En Medicina Interna
3416,3802054,2018,3,30,4,2118,2,2,0,0,0,0,0,0,6.5,6.5,6.5,13.0,29.0,29.0,29.0,58.0,50.0,50.0,50.0,100.0,Urgencias Obstétricas Extrahospitalarias
3417,3803789,2022,1,9,6,737,2,0,1,0,0,0,1,0,7.2,6.75,6.3,13.5,29.0,29.0,29.0,58.0,50.0,50.0,50.0,100.0,Manejo Integral De La Vía Aérea Difícil
3418,3804446,2020,12,16,2,1126,3,0,1,0,0,1,0,1,8.8,7.3,6.0,21.9,29.0,29.0,29.0,87.0,70.0,55.0,45.0,165.0,Actualización En Medicina Interna
3419,3804743,2018,7,4,2,2022,3,0,2,0,0,0,0,1,9.0,7.933333333333334,6.0,23.8,29.0,29.0,29.0,87.0,70.0,55.0,45.0,165.0,Cuidados Paliativos
3420,3804803,2022,5,8,6,618,1,0,0,0,0,0,0,1,8.1,8.1,8.1,8.1,19.0,19.0,19.0,19.0,50.0,50.0,50.0,50.0,Atención Inicial Al Accidentado Pediátrico
3421,3807420,2018,6,19,1,2037,3,1,1,0,0,0,0,1,9.0,7.166666666666667,6.0,21.5,29.0,29.0,29.0,87.0,70.0,55.0,45.0,165.0,Electrocardiografía
3422,3808080,2021,9,16,3,852,2,1,0,0,0,0,0,1,8.2,7.35,6.5,14.7,49.0,39.0,29.0,78.0,70.0,60.0,50.0,120.0,Electrocardiografía
3423,3808403,2018,7,18,2,2008,3,1,2,0,0,0,0,0,9.0,6.733333333333333,4.7,20.2,29.0,29.0,29.0,87.0,70.0,55.0,45.0,165.0,Menopausia
3424,3808426,2021,8,18,2,881,2,0,2,0,0,0,0,0,7.8,6.25,4.7,12.5,39.0,29.0,19.0,58.0,70.0,52.5,35.0,105.0,Avances En Geriatría
3425,3808493,2020,8,3,0,1261,1,0,1,0,0,0,0,0,5.3,5.3,5.3,5.3,29.0,29.0,29.0,29.0,40.0,40.0,40.0,40.0,Menopausia
3426,3809125,2018,5,17,3,2070,2,0,1,0,0,0,0,1,9.0,7.5,6.0,15.0,29.0,29.0,29.0,58.0,70.0,57.5,45.0,115.0,Electrocardiografía
3427,3810177,2021,10,31,6,807,4,1,1,0,0,1,0,1,9.0,7.35,6.0,29.4,39.0,24.0,19.0,96.0,70.0,58.75,45.0,235.0,Evaluación Y Tratamiento De Úlceras Por Presión
3428,3810421,2018,9,2,6,1962,2,1,1,0,0,0,0,0,6.5,5.6,4.7,11.2,29.0,29.0,29.0,58.0,50.0,42.5,35.0,85.0,Urgencias Obstétricas Extrahospitalarias
3429,3810582,2020,6,29,0,1296,3,1,1,0,0,1,0,0,9.0,7.533333333333334,6.5,22.6,29.0,29.0,29.0,87.0,70.0,63.333333333333336,50.0,190.0,Lesiones Deportivas
3430,3812800,2019,6,1,5,1690,1,0,0,0,0,1,0,0,7.9,7.9,7.9,7.9,29.0,29.0,29.0,29.0,70.0,70.0,70.0,70.0,Curso Completo De Diálisis Peritoneal
3431,3812884,2018,3,27,1,2121,1,0,1,0,0,0,0,0,4.7,4.7,4.7,4.7,29.0,29.0,29.0,29.0,35.0,35.0,35.0,35.0,Introducción A La Enfermería En Endoscopia Digestiva
3432,3813049,2023,1,2,0,379,1,0,1,0,0,0,0,0,8.8,8.8,8.8,8.8,39.0,39.0,39.0,39.0,50.0,50.0,50.0,50.0,Soporte Vital Básico
3433,3813077,2018,4,30,0,2087,4,1,2,0,0,0,0,1,9.0,6.55,4.7,26.2,29.0,29.0,29.0,116.0,70.0,50.0,35.0,200.0,Manejo Integral De La Vía Aérea Difícil
3434,3813247,2020,9,8,1,1225,1,0,1,0,0,0,0,0,7.2,7.2,7.2,7.2,29.0,29.0,29.0,29.0,50.0,50.0,50.0,50.0,Actualización En Neonatología
3435,3815240,2019,9,26,3,1573,1,0,1,0,0,0,0,0,4.7,4.7,4.7,4.7,29.0,29.0,29.0,29.0,45.0,45.0,45.0,45.0,Introducción A La Enfermería En Endoscopia Digestiva
3436,3817995,2020,6,22,0,1303,1,1,0,0,0,0,0,0,6.5,6.5,6.5,6.5,29.0,29.0,29.0,29.0,50.0,50.0,50.0,50.0,Complicaciones Durante El Embarazo
3437,3818375,2019,5,9,3,1713,3,0,1,0,0,0,0,2,9.0,7.7,6.0,23.1,29.0,29.0,29.0,87.0,70.0,55.0,45.0,165.0,Electrocardiografía
3438,3818565,2018,7,10,1,2016,1,1,0,0,0,0,0,0,6.5,6.5,6.5,6.5,29.0,29.0,29.0,29.0,50.0,50.0,50.0,50.0,Soporte Vital Avanzado
3439,3819594,2020,4,27,0,1359,2,0,0,0,0,2,0,0,7.9,6.4,4.9,12.8,29.0,29.0,29.0,58.0,70.0,57.5,45.0,115.0,Violencia De Género
3440,3821109,2018,5,3,3,2084,1,1,0,0,0,0,0,0,6.5,6.5,6.5,6.5,29.0,29.0,29.0,29.0,50.0,50.0,50.0,50.0,Curso Completo De Diálisis Peritoneal
3441,3821492,2018,4,13,4,2104,3,1,1,0,0,0,0,1,9.0,7.166666666666667,6.0,21.5,29.0,29.0,29.0,87.0,70.0,55.0,45.0,165.0,Antibioterapia Básica
3442,3824018,2018,4,12,3,2105,1,0,0,0,0,0,0,1,6.0,6.0,6.0,6.0,29.0,29.0,29.0,29.0,45.0,45.0,45.0,45.0,Soporte Vital Avanzado
3443,3824203,2018,6,9,5,2047,1,0,1,0,0,0,0,0,9.0,9.0,9.0,9.0,29.0,29.0,29.0,29.0,70.0,70.0,70.0,70.0,Complicaciones Durante El Embarazo
3444,3825747,2021,12,22,2,755,5,1,1,0,0,2,0,1,7.9,6.4799999999999995,3.6,32.4,39.0,33.0,29.0,165.0,70.0,54.0,25.0,270.0,Evaluación Y Tratamiento De Úlceras Por Presión
3445,3826281,2018,8,11,5,1984,1,0,1,0,0,0,0,0,8.8,8.8,8.8,8.8,29.0,29.0,29.0,29.0,50.0,50.0,50.0,50.0,Curso Completo De Diálisis Peritoneal
3446,3826335,2018,9,11,1,1953,1,0,1,0,0,0,0,0,4.7,4.7,4.7,4.7,29.0,29.0,29.0,29.0,45.0,45.0,45.0,45.0,Electrocardiografía
3447,3826637,2018,3,29,3,2119,1,1,0,0,0,0,0,0,6.5,6.5,6.5,6.5,29.0,29.0,29.0,29.0,50.0,50.0,50.0,50.0,Electrocardiografía
3448,3826677,2020,7,19,6,1276,3,1,0,0,0,1,1,0,7.1,6.233333333333333,5.1,18.7,29.0,29.0,29.0,87.0,70.0,55.0,45.0,165.0,Evaluación Y Tratamiento De Úlceras Por Presión
3449,3828397,2018,4,2,0,2115,1,0,1,0,0,0,0,0,9.0,9.0,9.0,9.0,29.0,29.0,29.0,29.0,70.0,70.0,70.0,70.0,Introducción A La Enfermería En Endoscopia Digestiva
3450,3828906,2018,6,13,2,2043,1,0,1,0,0,0,0,0,9.0,9.0,9.0,9.0,29.0,29.0,29.0,29.0,70.0,70.0,70.0,70.0,Electrocardiografía
3451,3829337,2021,5,11,1,980,2,0,2,0,0,0,0,0,8.8,8.75,8.7,17.5,39.0,34.0,29.0,68.0,70.0,60.0,50.0,120.0,Actualización En Incidentes Con Múltiples Víctimas Y Catástrofes
3452,3829819,2023,8,26,5,143,4,0,1,0,0,1,1,0,7.1,5.633333333333333,4.7,16.9,29.0,25.666666666666668,19.0,77.0,70.0,53.333333333333336,45.0,160.0,Técnicas Invasivas En Urgencias Y Emergencias
3453,3830178,2018,3,29,3,2119,1,1,0,0,0,0,0,0,6.5,6.5,6.5,6.5,29.0,29.0,29.0,29.0,50.0,50.0,50.0,50.0,Radiología Básica
3454,3832976,2020,3,30,0,1387,3,0,3,0,0,0,0,0,8.8,6.266666666666667,4.7,18.8,29.0,29.0,29.0,87.0,50.0,41.666666666666664,35.0,125.0,Infecciones Relacionadas Con La Asistencia Sanitaria
3455,3833049,2018,3,30,4,2118,1,0,0,0,0,0,0,1,6.0,6.0,6.0,6.0,29.0,29.0,29.0,29.0,45.0,45.0,45.0,45.0,Introducción A La Enfermería En Endoscopia Digestiva
3456,3833154,2021,7,31,5,899,2,0,0,0,0,1,0,1,8.2,7.6499999999999995,7.1,15.299999999999999,49.0,39.0,29.0,78.0,70.0,70.0,70.0,140.0,Electrocardiografía
3457,3833252,2020,7,29,2,1266,3,1,1,0,0,0,0,1,8.8,7.1000000000000005,6.0,21.3,29.0,29.0,29.0,87.0,50.0,48.333333333333336,45.0,145.0,Lactancia Materna
3458,3833550,2018,5,10,3,2077,1,0,1,0,0,0,0,0,9.0,9.0,9.0,9.0,29.0,29.0,29.0,29.0,70.0,70.0,70.0,70.0,Urgencias Obstétricas Extrahospitalarias
3459,3833874,2019,1,23,2,1819,2,0,0,0,0,0,0,1,6.0,6.0,6.0,6.0,29.0,29.0,29.0,29.0,45.0,45.0,45.0,45.0,Técnicas Invasivas En Urgencias Y Emergencias
3460,3833875,2019,6,22,5,1669,9,1,4,0,0,1,1,2,9.0,6.7555555555555555,4.7,60.8,29.0,29.0,29.0,261.0,70.0,51.111111111111114,35.0,460.0,Actualización En Covid-19
3461,3834617,2018,8,26,6,1969,2,1,1,0,0,0,0,0,8.8,7.65,6.5,15.3,29.0,29.0,29.0,58.0,50.0,50.0,50.0,100.0,Urgencias Obstétricas Extrahospitalarias
3462,3834893,2018,8,10,4,1985,1,0,1,0,0,0,0,0,8.8,8.8,8.8,8.8,29.0,29.0,29.0,29.0,50.0,50.0,50.0,50.0,Abordaje Psicológico Y Nutricional En Los Trastornos De Alimentación
3463,3835738,2018,8,12,6,1983,3,0,2,0,0,0,0,1,9.0,6.566666666666666,4.7,19.7,29.0,29.0,29.0,87.0,70.0,50.0,35.0,150.0,Curso Completo De Diálisis Peritoneal
3464,3836694,2018,4,17,1,2100,1,0,1,0,0,0,0,0,9.0,9.0,9.0,9.0,29.0,29.0,29.0,29.0,70.0,70.0,70.0,70.0,Antibioterapia Básica
3465,3837382,2022,7,7,3,558,2,0,2,0,0,0,0,0,8.8,8.75,8.7,17.5,39.0,39.0,39.0,78.0,70.0,60.0,50.0,120.0,Cuidados Intensivos Respiratorios
3466,3837541,2019,1,30,2,1812,2,0,2,0,0,0,0,0,8.8,6.75,4.7,13.5,29.0,29.0,29.0,58.0,50.0,47.5,45.0,95.0,Urgencias Obstétricas Extrahospitalarias
3467,3838661,2018,3,31,5,2117,1,1,0,0,0,0,0,0,6.5,6.5,6.5,6.5,29.0,29.0,29.0,29.0,50.0,50.0,50.0,50.0,Soporte Vital Básico
3468,3838687,2020,12,20,6,1122,2,1,1,0,0,0,0,0,7.8,7.15,6.5,14.3,29.0,29.0,29.0,58.0,70.0,60.0,50.0,120.0,Tecnologías De La Información En Entornos Sanitarios
3469,3838982,2019,4,14,6,1738,2,1,0,0,0,0,0,1,6.5,6.25,6.0,12.5,29.0,29.0,29.0,58.0,50.0,47.5,45.0,95.0,Planificación Familiar
3470,3839311,2021,3,14,6,1038,2,0,2,0,0,0,0,0,7.8,5.6,3.4,11.2,29.0,29.0,29.0,58.0,70.0,47.5,25.0,95.0,Complicaciones Durante El Embarazo
3471,3839421,2021,4,13,1,1008,1,0,1,0,0,0,0,0,5.3,5.3,5.3,5.3,29.0,29.0,29.0,29.0,40.0,40.0,40.0,40.0,Soporte Vital Básico
3472,3840423,2022,9,16,4,487,2,0,0,0,0,2,0,0,7.9,6.4,4.9,12.8,49.0,39.0,29.0,78.0,70.0,57.5,45.0,115.0,Fibromialgia Y Dolor De La Actividad
3473,3841329,2018,4,17,1,2100,1,0,1,0,0,0,0,0,9.0,9.0,9.0,9.0,29.0,29.0,29.0,29.0,70.0,70.0,70.0,70.0,Antibioterapia Básica
3474,3844222,2018,6,9,5,2047,1,1,0,0,0,0,0,0,6.5,6.5,6.5,6.5,29.0,29.0,29.0,29.0,50.0,50.0,50.0,50.0,Lactancia Materna
3475,3844257,2021,1,19,1,1092,1,0,1,0,0,0,0,0,6.1,6.1,6.1,6.1,29.0,29.0,29.0,29.0,35.0,35.0,35.0,35.0,Evaluación Y Tratamiento De Úlceras Por Presión
3476,3845072,2023,1,12,3,369,1,1,0,0,0,0,0,0,3.3,3.3,3.3,3.3,19.0,19.0,19.0,19.0,25.0,25.0,25.0,25.0,Menopausia
3477,3845474,2023,3,9,3,313,1,0,0,0,0,1,0,0,4.9,4.9,4.9,4.9,19.0,19.0,19.0,19.0,45.0,45.0,45.0,45.0,Cuidados Intensivos Respiratorios
3478,3845495,2023,1,28,5,353,1,0,1,0,0,0,0,0,7.8,7.8,7.8,7.8,39.0,39.0,39.0,39.0,70.0,70.0,70.0,70.0,Electrocardiografía
3479,3846028,2018,4,1,6,2116,1,1,0,0,0,0,0,0,6.5,6.5,6.5,6.5,29.0,29.0,29.0,29.0,50.0,50.0,50.0,50.0,Urgencias Obstétricas Extrahospitalarias
3480,3846203,2022,6,30,3,565,3,0,0,0,0,1,1,1,8.2,6.466666666666666,4.9,19.4,49.0,35.666666666666664,29.0,107.0,70.0,55.0,45.0,165.0,Vendajes Funcionales
3481,3847676,2018,7,1,6,2025,1,0,1,0,0,0,0,0,9.0,9.0,9.0,9.0,29.0,29.0,29.0,29.0,70.0,70.0,70.0,70.0,Nuevas Adicciones
3482,3848185,2023,3,22,2,300,3,1,0,0,0,2,0,0,7.9,7.166666666666667,6.5,21.5,29.0,25.666666666666668,19.0,77.0,70.0,60.0,50.0,180.0,Fibromialgia Y Dolor De La Actividad
3483,3848678,2019,9,24,1,1575,1,0,0,0,0,1,0,0,7.9,7.9,7.9,7.9,29.0,29.0,29.0,29.0,70.0,70.0,70.0,70.0,Complicaciones Durante El Embarazo
3484,3849820,2022,4,1,4,655,3,0,1,0,0,1,0,1,8.7,8.233333333333333,7.9,24.7,39.0,29.0,19.0,87.0,70.0,63.333333333333336,50.0,190.0,Electrocardiografía
3485,3850567,2020,4,7,1,1379,1,0,0,0,0,0,0,1,6.0,6.0,6.0,6.0,29.0,29.0,29.0,29.0,45.0,45.0,45.0,45.0,Introducción A La Enfermería En Endoscopia Digestiva
3486,3851401,2018,7,24,1,2002,3,0,2,0,0,0,0,1,9.0,6.566666666666666,4.7,19.7,29.0,29.0,29.0,87.0,70.0,50.0,35.0,150.0,Electrocardiografía
3487,3851654,2018,4,4,2,2113,1,0,1,0,0,0,0,0,4.7,4.7,4.7,4.7,29.0,29.0,29.0,29.0,35.0,35.0,35.0,35.0,Soporte Vital Avanzado
3488,3851882,2018,7,20,4,2006,1,0,1,0,0,0,0,0,4.7,4.7,4.7,4.7,29.0,29.0,29.0,29.0,45.0,45.0,45.0,45.0,Electrocardiografía
3489,3852430,2018,4,10,1,2107,1,0,1,0,0,0,0,0,9.0,9.0,9.0,9.0,29.0,29.0,29.0,29.0,70.0,70.0,70.0,70.0,Actualización En Incidentes Con Múltiples Víctimas Y Catástrofes
3490,3853091,2022,11,26,5,416,2,0,1,0,0,0,1,0,7.8,7.05,6.3,14.1,39.0,34.0,29.0,68.0,70.0,60.0,50.0,120.0,Antibioterapia Básica
3491,3853380,2019,2,21,3,1790,1,0,0,0,0,0,0,1,6.0,6.0,6.0,6.0,29.0,29.0,29.0,29.0,45.0,45.0,45.0,45.0,Complicaciones Durante El Embarazo
3492,3854811,2019,6,27,3,1664,3,0,1,0,0,1,0,1,8.8,7.566666666666667,6.0,22.700000000000003,29.0,29.0,29.0,87.0,70.0,55.0,45.0,165.0,Introducción A La Enfermería En Endoscopia Digestiva
3493,3857361,2019,7,1,0,1660,1,1,0,0,0,0,0,0,6.5,6.5,6.5,6.5,29.0,29.0,29.0,29.0,50.0,50.0,50.0,50.0,Menopausia
3494,3857789,2020,8,25,1,1239,4,1,1,0,0,1,1,0,7.1,6.15,4.7,24.6,29.0,29.0,29.0,116.0,70.0,53.75,45.0,215.0,Infecciones Relacionadas Con La Asistencia Sanitaria
3495,3858315,2019,8,14,2,1616,1,0,1,0,0,0,0,0,5.3,5.3,5.3,5.3,29.0,29.0,29.0,29.0,40.0,40.0,40.0,40.0,Violencia De Género
